ID,Canonical Name,Aliases
S02092,Nebraska Chr.,"Nebraska Christian, Neb. Christian, "
S02093,Pratt,"Pratt Institute, Pratt Inst, "
S02094,Hood,
S02095,PSU-Kensington,"Penn State-New Kensington, Penn St.-New Kensington, Penn St.-New Kens., PSU-New Kensington, "
S02096,PSU-Beaver,"Penn State-Beaver, Penn St.-Beaver, "
S02097,PSU-Fayette,"Penn State-Fayette, Penn St.-Fayette, "
S02098,PSU-Abington,"Penn State-Abington, Penn St. Abington, "
S02099,Lambdon,"Lambton, "
S02100,Sanford Brown,
S02101,Vennard,
S02102,Fisher,"Fisher MA, Fisher College, Fisher College (MA), "
S02103,Chestnut Hill,
S02104,Keystone,
S02105,Moody Bible,"Moody Bib, Moody, Moody Bible Institute, "
S02106,W. Coast Bapt.,"West Coast Baptist, "
S02107,Texas-Tyler,"TX Tyler, UT Tyler, "
S02108,Pensacola Chr.,"Pensacola Christian, Pensecola Christian, "
S02109,Emmaus Bible,"Emmaus Bib, Emmaus Bible College, Emmaus, "
S02110,Sarah Lawr.,"Sarah Lawrence, "
S02111,Wesley MS,"Wesley (Miss.) College, Wesley (Miss.), "
S02112,Wm.son Trade,"Williamson Trade, Willamson Trade, Williamson, Williamson Trade School, "
S02113,Temple Baptist,"Cincinnati Temple Bapt., "
S02114,Moorehead,
S02115,Crown (Tenn.),
S02116,Franciscan (OH),"Franciscan, Franciscan (Ohio), "
S02117,Franciscan (PA),"Franciscan (Pa.), Franciscan-Steubenville, "
S02118,Valley Forge,"Valley Forge Christian, Val Forge Chr, Valley Forge Christian College, Valley Forge Chrst., Valley Forge Military, "
S02119,Lancaster Bible,"Lancaster Bib, "
S02120,Boston Baptist,
S02121,N. Central MN,"North Central (Minn.), North Central MN, "
S02122,Andrews,
S02123,Christendom,
S02124,Cincy Bible,"Cincinnati Bible, Cincinnati Christian University, Cincinnati Christian, Cincinnati Christian Col., "
S02125,Davenport (MI),"Davenport, Davenport University, Davenport (Mich.), "
S02126,La Sierra,
S02127,Marygrove,"Marygrove College, Marygrove Coll., "
S02128,Mt. Mercy,
S02129,Roanoke Bible,
S02130,U. of Mary,"University of Mary, "
S02131,STL Pharmacy,"St. Louis Pharmacy, St Louis Pharm, St. Louis College of Pharmacy, St. Louis Coll. of Pharmacy, St. Louis College of P, Saint Louis Pharmacy, "
S02132,Seton Hill,
S02133,IU East,
S02134,Bennett,
S02135,Agnes Scott,
S02136,St. Catherine,"St. Catharine, Saint Catharine, "
S02137,Wesleyan GA,
S02138,Cedar Crest,
S02139,Immaculata,
S02140,Mount Holyoke,"Mt Holyoke, "
S02141,Wellesley,
S02142,Hood,
S02143,Mary Baldwin,
S02144,Chestnut Hill,
S02145,Notre Dame MD,
S02146,Trinity DC,
S02147,Wilson,
S02148,Chatham,
S02149,Rosemont,
S02150,New Rochelle,"College of New Roche, "
S02151,Mt Mary,
S02152,Russell Sage,"Sage, "
S02153,Bay Path,
S02154,Meredith,
S02155,Smith,
S02156,Peace,"William Peace, "
S02157,Simmons,"Simmons Bible, "
S02158,St Joseph CT,"St. Joseph (Conn.), "
S02159,Pine Manor,
S02160,R Morris Spfd,
S02161,St Mary-Woods,"Saint Mary-Woods, St. Mary of the Woods, "
S02162,Paul Smith,
S02163,Ursuline,
S02164,William Woods,"W Woods, "
S02165,Bryn Mawr,
S02166,Hollins,
S02167,Wheelock,"Wheelock (MA), "
S02168,Alverno,
S02169,Wm Penn,
S02170,Spelman,
S02171,Stephens,
S02172,Lesley,
S02173,St Mary's IN,
S02174,St Elizabeth,"Saint Elizabeth, "
S02175,Blue Mtn,"Blue Mountain, Blue Mountain College, "
S02176,Marymount NY,
S02177,Saskatchewan,
S02178,Silver Lake,
S02179,Carlow,"Carlow PA, Carlow University, "
S02180,Judson IL,"Judson Ill, Judson, Judson Coll., "
S02181,Penn State-DuBois,"Penn St.-Du Bois, "
S02182,Maryland Bible,
S02183,Latin Amer,"Latin American College, "
S02184,Florida Christian,"Fla. Christian, "
S02185,Sault,"Sault (Ontario), "
S02186,Hesser,
S02187,Heritage Baptist,
S02188,Penn College,"Pennsylvania Tech, Penn. College of Tech., Penn Tech, Pennsylvania College, Penn Col Tech, "
S02189,Indiana East,"Ind.-East, "
S02190,Bethany Lutheran,"Bethany Luth, "
S02191,Messenger,
S02192,Columbia Bible,"Columbia (BC), "
S02193,Wright St.-Lake,"Wright State-Lake, "
S02194,Logan Chiro.,"Logan Chiropractic, Logan, "
S02195,Mitchell (CT),"Mitchell, "
S02196,Barclay,
S02197,Philly Trade,"Philadelphia Trade School, "
S02198,Shawnee Baptist,
S02199,Pillsbury Bible,"Pillsbury Baptist, Pillsbury Baptist Bible, Pillsbury, "
S02200,Davis,
S02201,Faith Baptist,"Faith Baptist Bible, Faith Bapt. Bible, "
S02202,Marion (OH),"Ohio State-Marion, "
S02203,William Jessup,
S02204,Golden State,"Golden St. Bapt., Golden State Baptist, Golden State Bible, Golden St. Baptist, "
S02205,Kent-Trumbull,"Kent State-Trumbull, "
S02206,Kent-Tuscar.,"Kent St.-Tuscarawas, Kent State-Tuscarawas, Kent State Tuscaraws, "
S02207,World Harvest,"World Harvest Bible, "
S02208,Parker,
S02209,San Diego Chr,"San Diego Christian, San Diego Christ., "
S02210,Corban,"Corban (Ore.), Western Baptist, Western Baptist (OR), Western Bap, Corban College, "
S02211,Ashford,
S02212,Urbana (OH),"Urbana (Ohio), "
S02213,Monterrey Tech,
S02214,Champion Bapt.,"Champion Baptist, Champion Baptist College, Champion Christian College, Champion Bap, Champion Christian, "
S02215,Patrick Henry,"Patrick Henry College, "
S02216,Morrisville St.,"Morrisville State, SUNY Morrisville, "
S02217,Myers,
S02218,Ecclesia,
S02219,U. Regiomontana,"Universidad Regiomontana, "
S02220,Great Lakes Chr.,"Great Lakes Christian, Great Lakes Bible, Great Lake Christian, "
S02221,NW College,"Northwest College, Northwest Coll., "
S02222,S. Australia IS,"South Australia Inst. Sport, "
S02223,PSU-Delaware Co.,"Penn State-Delaware County, Penn St.-Delaware Co, "
S02224,PSU-York,"Penn State-York, Penn St.-York, "
S02225,PSU-Brandywine,"Penn St.-Brandywine, Penn State-Brandywine, "
S02226,Central Chr (MO),"Central Christian (Mo.), Cent. Christian (Mo), "
S02227,Boyce,
S02228,McMaster,"McMaster University, "
S02229,SE Bible,"Southeastern Bible, "
S02230,Clearwater Chr.,"Clearwater Christian, "
S02231,PSU-Allegheny,"Penn St.-Greater Alleg., Penn St.-Greater Allegheny, Penn St.-Greater Allegh., Penn St-Gr Allegheny, PSU-Greater Allegheny, Penn State-Greater Allegheny, Penn State-Allegheny, "
S02232,NW Ohio,"Northwestern Ohio, Northwestern OH, "
S02233,Regis (MA),"Regis (Mass.), "
S02234,SUNY-Canton,"Canton St., "
S02235,Waterloo,"University of Waterloo, "
S02236,Afghanistan,"Afghanistan National, "
S02237,Algonquin,
S02238,Randolph,"Randolph College, Randolph Col, "
S02239,Rogers State,"Rogers St., "
S02240,Providence (Can.),"Providence (Canada), "
S02241,Ohio Chr.,"Ohio Christian, "
S02242,Thompson River,"Thompson River University, Thompson Rivers, "
S02243,Portland Bible,"Portland Bible College (OR), "
S02244,Kuyper,
S02245,Crowley Ridge,"Crowley's Ridge, "
S02246,Lakehead,
S02247,SUNY-Cobleskill,"SUNY Cobleskill, Cobleskill State, "
S02248,Vaughn,"Vaughn College, "
S02249,Berkeley-GMtn,"Berkeley-Garrett Mountain, "
S02250,PSU-Mont Alto,"Penn St.-Mont Alto, "
S02251,Bendigo,"Bendigo Braves, "
S02252,Amer. Sports,"American Sports, American Sports University, Amer. Sports U., American Sports Univ, "
S02253,Red Deer,
S02254,Johnson Bible,"Johnson (TN), Johnson, Johnson (Tenn.), Johnson Univ (TN), "
S02255,Queens (ON),"Queens (Ont.), Queens (Ontario), "
S02256,Lethbridge,
S02257,Culinary Inst.,"Culinary Institute, Culinary Institute of America, Culinary, "
S02258,Truett-McConnell,
S02259,St. Thomas (TX),"St. Thomas (Texas), St. Thomas (Tex.), St Thomas (TX), Saint Thomas (Tex.), "
S02260,Lady of the Lake,"Our Lady of the Lake, "
S02261,Pitt-Titusville,
S02262,John Abbott,
S02263,Sagrado Cor.,"Universidad del Sagrado Corazon, "
S02264,Metropolitana,"Universidad Metropolitana, University of Metropolitan, University Metropolitana, "
S02265,Toronto,
S02266,Briercrest (Can.),"Briercrest, "
S02267,Arlington Bapt.,"Arlington Baptist, Arlington Christian, Arlington Baptist College, Arlington Bap, "
S02268,Prov.-Manitoba,"Providence-Manitoba, "
S02269,Central PA,"Central Pennsylvania, Central Penn, "
S02270,Roosevelt,"Roosevelt University, "
S02271,Young Harris,
S02272,Lourdes,
S02273,Victory,"Victory University, "
S02274,Pacifica,
S02275,Redeemer,
S02276,Niagara (ON),"Niagara (Ont.), "
S02277,Ave Maria,"Ave Maria University, "
S02278,Tsinghua,"Tsinghua University, Tsinghua University (China), "
S02279,New Hope Chr.,"New Hope Christian, "
S02280,WV-Parkersburg,"West Virginia-Parkersburg, "
S02281,UC Merced,"California-Merced, Cal State-Merced, "
S02282,Point,"Point U., "
S02283,Coastal GA,"Coastal Georgia, Coastal Georgia Mariners, "
S02284,Capilano,
S02285,Ohio M'western,"Ohio Midwestern, "
S02286,AIB Business,"AIB College of Business, AIB College, "
S02287,Laconia,"Lakes Region CC Laconia, "
S02288,Indiana-Kokomo,"Ind.-Kokomo, IU Kokomo, "
S02289,CalSt-San Marcos,"Cal State-San Marcos, CS San Marcos, "
S02290,Quest,
S02291,SUNY-ESF,
S02292,Arizona Chr.,"Arizona Christian, "
S02293,Alumni,
S02294,Bahamas,"College of Bahamas, College of the Bahamas, "
S02295,Oglala Lakota,"Oglala Lakota College, Oglalla Lakota, "
S02296,Kwantlen,"Kwantlen Polytechnic, Kwantlan, "
S02297,Algona,
S02298,Trinity W.,"Trinity Western, "
S02299,Brock,
S02300,Thad Stevens,
S02301,Oklahoma Chr.,"Oklahoma Christian, Okla. Christian, "
S02302,NW Indian Coll,"Northwest Indian College, Northwest Indian, NW Indian College, "
S02303,Cairn,
S02304,Douglas,"Douglass, "
S02305,Bob Jones,"Bob Jones University, "
S02306,Bishops Univ.,"Bishops University, "
S02307,Guelph,"Guelph University, "
S02308,Bethesda,"Bethesda University, Bethesda Christian, Bethesda (CA), "
S02309,Faith (AR),"College of Faith (Ark.), Faith, College of Faith, "
S02310,Mid-Atlantic Chr.,"Mid-Atlantic Christian, Mid-Atlantic Christi, Mid-Atlantic Christ., "
S02311,Sheridan,
S02312,DeVry,
S02313,Valor Christian,"Valor Christian (Ohio), "
S02314,Oak Hill Chr,"Oak Hills CC, Oak Hills Christian College, Oak Hills Christian, Oak Hill Christian, "
S02315,EMCC,
S02316,Ohio Eastern,"OUE, "
S02317,King's (NY),
S02318,Dayspring Bible,"Dayspring Bible College, Dayspring, "
S02319,Georgian Court,
S02320,Florida National,"Florida Natl, Florida National University, Fla. National, "
S02321,Open Bible,"Open Bible College, "
S02322,Columbia Int'l,"Columbia International, Columbia International (S.C.), Columbia International University, Columbia Internation, "
S02323,Dalton State,"Dalton St., "
S02324,Vancouver Isl.,"Vancouver Island, "
S02325,Cent. Ohio Tech,"Central Ohio Tech, "
S02326,Bryn Athyn,
S02327,St. Katherine,"Saint Katherine, Saint Katharine, St. Katherines, Saint Katherine College, Saint Katherine's, "
S02328,Webb Inst.,
S02329,PSU-Worthington,"Penn St.-Worthington Scranton, Penn State Worthington Scranton, Penn St.-Worthington, "
S02330,Oxford Emory,
S02331,The New School,"New School, "
S02332,Chattahoochee V.,"Chattahoochee Valley CC, "
S02333,Jamestown Olean,"Jamestown - Olean, "
S02334,St. John's Canada,"St. John's (NB) Canada, "
S02335,Dalhousie,"Dalhousie AG Canada, "
S02336,Cedar Valley,
S02337,Grace (NE),"Grace (Neb.) University, Grace Univ. (Neb.), Grace (Neb.), "
S02338,Piedmont Intl,"Piedmont International, "
S02339,LSU-Alexandria,
S02340,Bristol,"Bristol University, Bristol (CA), "
S02341,Thomas (GA),"Thomas, "
S02342,Queen City Chr.,"Queen City Christian, "
S02343,Middle Georgia,"Middle Georgia St, Middle Georgia State, "
S02344,R. Morris-Peoria,"Robert Morris-Peoria, "
S02345,Algoma,
S02346,Landmark,
S02347,Camosun,
S02348,St.Francis-Bklyn,"St. Francis Brooklyn, "
S02349,Humber,
S02350,SW New Mexico,"Southwestern New Mexico, "
S02351,New Bruns.-St J,"New Brunswick-St. John, University of New Brunswick-St. John, "
S02352,Crandall,
S02353,TX Rio Grande,"Texas Rio Grande, UT Rio Grande Valley, Texas-Rio Grande Val, UTRGV, Texas-RGV, Texas-Rio Grande Valley, "
S02354,New Eng Bapt,"New England Baptist College, "
S02355,Antelope Valley,"University of Antelope Valley, "
S02356,Benedictine Mesa,"Benedictine (Ariz.), "
S02357,North American,"North American University, North American U., "
S02358,Cal Miramar,"Cal Miramar University, California Miramar, California Miramar University, Calif. Miramar, Miramar University, "
S02359,Welch College,"Welch, "
S02360,Turabo,
S02361,Governors State,"Governors St., "
S02362,Future Coll.,"Future College, "
S02363,Oglala,
S02364,Central Int'l,"Central International, "
S02365,W. Ontario,"University of Western Ontario, "
S02366,Benedictine (CA),"Benedictine (Calif.), "
S02367,Ryerson,
S02368,SUNY Delhi,
S02369,Randall,
S02370,Dine,
S02371,Kansas Chr.,"Kansas Christian, "
S02372,Yellowstone Chr.,"Yellowstone Christian, "
S02373,Langara,
S02374,Keiser,"Keiser University, Keiser Fla., "
S02375,Fraser Valley,
S02376,Free Lutheran,"Association of Free Lutheran Bible Seminary, Association Free Lutheran, Association Free Lutheran Bible School, Free Lutheran Bible College, "
S02377,Westcliff,"Westcliff University, "
S02378,Fairhaven Bapt.,"Fairhaven Baptist, "
S02379,Ottawa (AZ),"OUAZ, "
S02380,Providence (MT),"Providence (Mont.), Univ. of Providence, "
S02381,Carolina Chr.,"Carolina Christian, Carolina, "
S02382,Touro (NY),"Touro, "
S02383,Bay College,"Bay de Noc, "
S02384,SE Baptist,"Southeastern Baptist, "
S02385,Regent U.,"Regent, Regent University, "
S02386,BryantStrattonR,"Bryant & Stratton of Rochester, Bryant & Stratton - Rochester, Bryant and Stratton, "
S02387,BryantStrattonB,"Bryant & Stratton - Buffalo, Bryant & Stratton of Buffalo, Bryant & Stratton, "
S02388,BryantStrattonO,"Bryant & Stratton (OH), "
S02389,BryantStrattonA,"Bryant and Stratton Albany, Bryant & Stratton - Albany, "
S02390,BryantStrattonS,"Bryant & Stratton-Syracuse, "
S02391,BryantStrattonL,"Bryant and Stratton-Liverpool, "
S02392,PSU-Shenango,"Penn State Shenango, Penn St. Shenango, "
S02393,Pontifical C.,"Pontifical Catholic, "
S02394,Miss. U. Women,"Mississippi University for Women, MUW, "
S02395,LA Divinity,"Los Angeles College of Divinity, University of Los Angeles, "
S02396,Gogebic,"Gogebic College, "
S02397,St. Clair CC,"St. Clair County Community College, "
S02398,American Indian,"SAGU American Indian, "
S02399,TAMU-Texarkana,"Texas A&M Texarkana, "
S02400,Riverland,
S02401,Manor College,
S02402,Bushnell,
S02403,Converse,
S02404,TN Southern,"Tennessee Southern, Tenn. Southern, "
S02405,Spurgeon Coll,"Spurgeon College, Spurgeon, "
S02406,U Health Sci,"Univ. of Health Sciences & Pharmacy, University of Health Sciences and Pharmacy, "
S02407,Lincoln (CA),"Lincoln (Calif.), "
S02408,Ft Lauderdale,"Fort Lauderdale, U of Fort Lauderdale, "
S02409,Clinton (SC),"Clinton, "
S02410,Park-Gilbert,
S02411,LA Christian,"Louisiana Chr., Louisiana Christian, "
S02412,Acadia,
S02413,Alberta,
S02414,Bishop's,
S02415,Col Sherbrooke,
S02416,Col of Dupage,
S02417,Community Chr MI,
S02418,Concordia QC,
S02419,Independence CC,
S02420,Iowa Cent,
S02421,Laurier,
S02422,Laval,
S02423,Manitoba,
S02424,Mt Allison,
S02425,Nassau CC,
S02426,Regina,
S02427,Rochester C&T,
S02428,St Mary's NS,
S02429,Trinity Valley,"Trinity Valley CC, "
