ID,Canonical Name,Aliases
S00553,Eckerd,
S00554,Edgewood,
S00555,Edinboro,"Edinboro(PA), "
S00556,Edmond Tech,
S00557,Edmonton Field,
S00558,Edward Waters,
S00559,El Paso Nat Guard,"El Paso National Guard, "
S00560,El Toro Marines,
S00561,Elgin Academy,
S00562,Eliz. City St.,"Elizabeth City St., Elizabeth City State, Elizabeth City St, Elizabeth City, "
S00563,Elizabeth A.C.,
S00564,Elizabethtown,
S00565,Ellensburg,"Ellenburg, "
S00566,Ellington Field,
S00567,Ellsworth,"Ellsworth CC, "
S00568,Elmhurst,
S00569,Elmira,
S00570,Elms,
S00571,Elon College,"Elon, "
S00572,Embry-Riddle (AZ),"Embry Riddle (Ariz.), "
S00573,Embry-Riddle (FL),"Embry-Riddle (Fla.), Embry Riddle, "
S00574,Emerson,
S00575,Emmanuel (GA),"Emmanuel, "
S00576,Emmanuel (MA),"Emmanuel (Mass.), "
S00577,Emory & Henry,"Emory-Henry, Emory and Henry, "
S00578,Emory,"Emory University, "
S00579,Emporia St.,"Emporia St, Emporia State, Emporia Teachers, Emporia College, "
S00580,Endicott,"Endicott Power, "
S00581,Englewd-Butte,
S00582,Englewood High,
S00583,Englewood YMCA,
S00584,Englewood,
S00585,Epworth,
S00586,Erskine,"Erskine College, "
S00587,Eton Players,
S00588,Eureka,
S00589,Evangel,"Evangel MO, "
S00590,Evanston High,
S00591,Evansville,
S00592,Evergreen St.,"Evergreen State, Evergreen, Evergreen State College, "
S00593,Exeter,
S00594,F.A.A.,
S00595,FDU-Florham,"FDU-Madison, Farleigh Dickinson-Madison, Fairleigh Dickinson-Florham, "
S00596,Fair. Dickinson,"FDU-Teaneck, Fairleigh Dickinson, FDU-Metropolitan, F Dickinson, Fairleigh Dickin., "
S00597,Fairfield,
S00598,Fairmont St.,"Fairmont St, Fairmont State, "
S00599,Fall River,
S00600,Falls Schuylkill,"Falls of Schuylkill, "
S00601,Fanshawe,
S00602,Farmingdale,"SUNY-Farmingdale, Farmingdale State, Farmingdale St, "
S00603,Farragut Navy,
S00604,Faulkner,"Faulkner AL, "
S00605,Fayetteville St.,"Fayetteville St, Fayetteville State, Fayettteville State, "
S00606,Felician College,"Felician, "
S00607,Ferris St.,"Ferris St, Ferris State, "
S00608,Ferrum,
S00609,Findlay,"Findlay Ohio, "
S00610,Finlandia,"Finlandia University, Suomi, Suomi College, "
S00611,Fishburne M.A.,
S00612,Fisk,"Fisk University, "
S00613,Fitchburg St.,"Fitchburg St, Fitchburg State, "
S00614,Fitchburg YMCA,
S00615,Five Towns,"Five Towns College, "
S00616,Flagler,"Flagler College, "
S00617,Fleet City,
S00618,Florence State,
S00619,Florence YMCA,
S00620,Florida A&M,"FL A and M, Fla A&M, "
S00621,Florida Atlantic,"Fla Atlantic, Florida Atl, FL Atlantic, "
S00622,Florida College,"Florida Col., "
S00623,FL Gulf Coast,"Florida GulfCoast, Florida Gulf Coast, Fla. Gulf Coast, "
S00624,Florida Int.,"Florida International, Florida Intl, Fla. International, FIU, "
S00625,Florida Memorial,"FL Memorial, Fla. Memorial, Florida Memorial FL, "
S00626,Florida Southern,"Fla. Southern, Flroida Southern, FL Southern, "
S00627,Florida St.,"Florida State, Florida St, "
S00628,Florida Tech,
S00629,Florida,
S00630,Fontbonne,
S00631,Fordham,
S00632,Fort Benning,
S00633,Fort Bliss,
S00634,Fort Bragg,
S00635,Fort Douglas,
S00636,Fort Hays St.,"Fort Hays St, Fort Hays State, "
S00637,Fort Hood,
S00638,Fort Knox,
S00639,Fort Lewis,"Ft Lewis, "
S00640,Fort McClelland,
S00641,Fort Monmouth,
S00642,Fort Monroe,
S00643,Fort Ord,
S00644,Fort Pierce,
S00645,Fort Riley,
S00646,Fort Totten,
S00647,Fort Valley St.,"Fort Valley St, Fort Valley State, "
S00648,Fort Warren,
S00649,Fort Worth,
S00650,Foundation,
S00651,Framingham St.,"Framingham St, Framingham State, "
S00652,Francis Marion,
S00653,Franklin Pierce,
S00654,Franklin&Marshall,"Franklin & Marshall, Frnkln & Mrshll, Franklin & Marshall (OT), Franklin and Marshall, Frank & Marsh, "
S00655,Franklin,"Franklin (IND), Franklin IN, "
S00656,Frederick,
S00657,Fredonia,"Fredonia State, SUNY Fredonia, Fredonia St., "
S00658,Free Will Baptist,"Free Will (TN), Freewill Baptist, "
S00659,Free-Hardeman,"Freed-Hardeman, "
S00660,Fremont Ammuntion,
S00661,Fresno Pacific,
S00662,Fresno St.,"Fresno State, Fresno St, "
S00663,Friends,"Friends KS, "
S00664,Frostburg St.,"Frostburg St, Frostburg State, "
S00665,Furman,
S00666,GA Pre-Flight,"Georgia Pre-Flight, "
S00667,Gallaudet,
S00668,Galveston Field,
S00669,Gannon,
S00670,Garden City,
S00671,Gardner-Webb,"Gardner Webb, Gardner-Webb University, "
S00672,Geneva,"Geneva (PA), "
S00673,George Fox,
S00674,George Mason,
S00675,George Washington,"G Washington, Geo Washington, George Wash, "
S00676,"Georgetown, Ky.","Georgetown-KY, Georgetown (KY), Georgetown KY, Georgetown (Kentucky), "
S00677,Georgetown,"Georgetown, D.C., Georgetown (DC), "
S00678,"Georgia ""B""",
S00679,Georgia A&M,
S00680,Georgia C&S,"Georgia College & State, Georgia College, Georgia College and State, Georgia Coll. & St., Georgia College & St., "
S00681,Georgia Medical,
S00682,Georgia SW,"Georgia Southwestern, Georgia Southwestern State, Ga. Southwestern, "
S00683,Georgia Southern,"GA Southern, Ga. Southern, Geo Southern, Georgia So, "
S00684,Georgia State,"Georgia St., "
S00685,Georgia Tech,"Georgria Tech, "
S00686,Georgia,
S00687,Gettysburg,
S00688,Glenville St.,"Glenville St, Glenville State, "
S00689,Goat Island Navy,
S00690,Golden High,
S00691,Goldey-Beacom,"Goldey Beacom, Goldey-Beacom College, "
S00692,Gonzaga Alumnii,
S00693,Gonzaga,
S00694,Gordon,"Gordon College, Gordon (MA), "
S00695,Goshen,"Goshen (IN), "
S00696,Goucher,
S00697,Grace (IN),"Grace College, Grace, Grace (Ind.), "
S00698,Grace Bible (MI),"Grace Baptist, Grace Baptist Bible College, Grace Baptist Bible, Grace (MI), Grace Bible, Grace Bib, Grace Bible College, Grace Bible (Mich.), Grace Christian, "
S00699,Graceland,"Graceland (IA), Graceland (Iowa), "
S00700,Grambling St.,"Grambling St, Grambling, Grambling State, "
S00701,Grand Canyon,
S00702,Grand Island,
S00703,Grand Rapids High,
S00704,Grand Valley St.,"Grand Valley St, Grand Valley, Grand Valley State, "
S00705,Grand View,"Grand View (IA), "
S00706,Granite High,
S00707,Great Falls,"University of Great Falls, Great Fall, U of Great Falls, "
S00708,Great Lakes Navy,"Great Lakes, "
S00709,Green Mountain,"Green Mountain College, Green Mountain (VT), Green Mtn, "
S00710,Greenfield,
S00711,Greensboro Field,
S00712,Greensboro,"Greensboro College, "
S00713,Greenville Field,
S00714,Greenville,"Greenville (IL), "
S00715,Greer,
S00716,Grinnell,
S00717,Grove City,
S00718,Guilford,
S00719,Gustav Adolphus,"Gustavus, Gustavus Adolphus, Gustavus Adolph, Gust. Adolphus, G. Adolphus, "
S00720,Gwynedd-Mercy,
S00721,Hahneman Medical,
S00722,Hamilton A.C.,
S00723,Hamilton,
S00724,Hamline,
S00725,Hampden-Sydney,"Hampton-Sydney, "
S00726,Hampshire,"Hampshire College, "
S00727,Hampton A.C.,
S00728,Hampton Road,
S00729,Hampton U.,"Hampton, "
S00730,Hannibal-LaGrange,"Hannibal-Lagr, "
S00731,Hanover,
S00732,Hardin-Simmons,
S00733,Harding,
S00734,Harris-Stowe St.,"Harris-Stowe State, Harris-Stowe, "
S00735,Harrisburg A.C.,
S00736,HarryHillman Acad,"Harry Hillman Academy, "
S00737,Hartford,
S00738,Hartwick,
S00739,"Harvard ""B""",
S00740,Harvard Alumni,
S00741,Harvard Freshmen,
S00742,Harvard Law,
S00743,Harvard,
S00744,Haskell Indian,"Haskell, Haskell Indian Nations, "
S00745,Hastings,"Hastings College, Hastings State, "
S00746,Havana A.C.,
S00747,Havana University,"Havana, "
S00748,Haverford,
S00749,Hawaii All-Stars,"Hawaii Stars, "
S00750,Hawaii Hilo,
S00751,Hawaii Pacific,
S00752,Hawaii,
S00753,Hayward State,"Hayward St, "
S00754,Heidelberg,
S00755,Henderson St.,"Henderson St, Henderson State, Henderson State University, "
S00756,Hendrix-Henderson,"Hendrix, "
S00757,Herington Field,
S00758,High Point,
S00759,Highland Park,
S00760,Hilbert,
S00761,Hillsdale Baptist,"Hillsdale Free Will Baptist, Hillsdale (OK), Hillsdale FWB, "
S00762,Hillsdale,"Hillsdale (MI), "
S00763,Hiram Col.,"Hiram, Hiram Col, "
S00764,Hiwassee,
S00765,Hobart,"Hobart & Wm.Smith, Hobart/Smith, "
S00766,Hoboken Navy,
S00767,Hofstra,
S00768,Holy Cross,
S00769,Holy Cross IN,"Holy Cross (Ind.), "
S00770,Holy Family,
S00771,Holy Family WI,"Holy Family (Wis.), Holy Family College (Wisc.), "
S00772,Holy Names,"Holy Name, "
S00773,Homestead A.C.,
S00774,Hondo Field,
S00775,Honolulu Agricul.,"Honolulu Agricultural, "
S00776,Honolulu All-Star,"Honolulu All-Stars, "
S00777,Honolulu,
S00778,Hope (MI),"Hope, "
S00779,Hope Intl. (CA),"Hope Intl., Hope International, "
S00780,Hopkinson,
S00781,Horner,
S00782,Houghton,"Houghton College, Houghton White, "
S00783,Houston Chr.,"Houston Christian, Houston Baptist, Houston Bap, "
S00784,Houston YMCA,
S00785,Houston,
S00786,Howard Payne,
S00787,Howard U.,"Howard, "
S00788,Humboldt St.,"Humboldt St, Humboldt State, Humboldt, Cal Poly Humboldt, "
S00789,Hunter,
S00790,Huntingdon,"Huntingdon College, Huntingdon AL, "
S00791,Huntington (IN),"Huntington, Huntington College, Huntington (Ind.), Huntington University, "
S00792,Huron,"Huron (SD), "
S00793,Husson,
S00794,Huston-Tillotson,"Huston Tillot, "
S00795,Hyde Park High,
S00796,Hyde Park,
S00797,IN Alumni & Frosh,"Indiana Alumni & Freshmen, "
S00798,Fort Wayne,"IUPU Ft. Wayne, Indiana-Purdue-Fort Wayne, IUPU-Fort Wayne, IPFW, IUPUFW, Purdue Fort Wayne, PFW, "
S00799,IUPUI,"Indiana Purdue-Indianapolis, Ind.-Pur.-Indpls., IUPU-Indianapolis, "
S00800,Coll of Idaho,"Idaho College, College of Idaho, Col. of Idaho, "
S00801,Idaho Marines,
S00802,Idaho St.,"Idaho State, Idaho St, "
S00803,Idaho,
S00804,Benedictine (IL),"Benedictine, IL, Benedictine IL, Benedictine, Ill., Benedictine, Ill. Benedictine, Benedictine-Springfield, Benedictine-Springfiel, "
S00805,Illinois Alumni,
S00806,Illinois Chicago,"Illinois Chi, IL Chicago, UIC, Ill.-Chicago, "
S00807,Illinois Col.,"Illinois College, Illinois Col, "
S00808,Illinois Medical,
S00809,Illinois St.,"Illinois State, Illinois St, IL State, "
S00810,Illinois Tech,"Illinois Institute of Technology, IL Tech, "
S00811,Illinois Weslyn,"Illinois Wesleyan, Ill Wesleyan, IL Wesleyan, "
S00812,Illinois,
S00813,Ill.-Springfield,"Illinois-Springfield, IL Springfield, "
S00814,Incarnate Word,"UIW, "
S00815,Indiana Alumni,
S00816,Indiana Dabney,"Indiana University-Dabney, "
S00817,Indiana Medical,
S00818,Indiana NW,"Indiana Northwest, Indiana-Northwest, IU-Northwest, Ind Northwest, Indiana-Northwest Christian, "
S00819,Indiana So. Bend,"IUSB, Indiana South Bend, IU-South Bend, Ind.-South Bend, "
S00820,Indiana Southeast,"Indiana University SE, Indiana SE, IN Southeast, IU Southeast, Ind.-Southeast, "
S00821,Indiana St.,"IN State, Indiana State, Indiana St, "
S00822,Indiana Tech,"Indiana Institute of Technology, "
S00823,Indiana Wesleyan,"Ind. Wesleyan, IN Wesleyan, "
S00824,"Indiana, Pa.","Indiana (Pa.), IUP, Indiana (PA), Indiana, PA, Indiana PA, Indiana (Pennsylvania), Indiana (Penn.), "
S00825,IndianapolisArtil,"Indianapolis Artillery, "
S00826,Indianapolis,"University of Indianapolis, UIndy, "
S00827,Indiana,
S00828,Intermountain,
S00829,Iona,
S00830,Iowa Pre-Flight,
S00831,Iowa St.,"Iowa State, Iowa St, "
S00832,Iowa Teachers,
S00833,Iowa Weslyn,"Iowa Wesleyan, "
S00834,Iowa,
S00835,Ithaca,"Ithaca College, "
S00836,Jackson Br.-LA,"Jackson Br.-New Orleans, "
S00837,Jackson Field,
S00838,Jackson St.,"Jackson St, Jackson State, "
S00839,Jacksonville FL,"Jacksonville, Fla., Jacksonville (FL), Jacksonville, "
S00840,Jacksonville NAS,
S00841,Jacksonville St.,"Jacksonville St, Jacksonvile St, Jacksonville State, Jacksnvle St, Jacksonville St., Ala., "
S00842,James Madison,"James Madisn, "
S00843,Jamestown,"Jamestown (ND), Jamestown College, "
S00844,Jarvis Christian,"Jarvis Chrstian, Jarvis Chr, "
S00845,Jefferson (Texas),
S00846,Jefferson Medical,
S00847,New Jersey City,"Jersey City St., Jersey City St, Jersey City State, NJ City, New Jersey City University, "
S00848,Jersey Shore,
S00849,John Brown,
S00850,John Carroll,
S00851,John Jay,
S00852,Johns Hopkins,
S00853,Johnson&Wales,"Johnson and Wales, J&W RI, Johnson & Wales (R.I.), Johnson and Wales (RI), "
S00854,Johns&WalesCO,"Johnson and Wales (Colo.), Johnson & Wales (Colo.), Johnson & Wales CO, Johnson & Wales - Denver, Johnson and Wales CO, Johnson and Wales (D, JWU-Denver, J&W CO, "
S00855,Johns&WalesFL,"Johnson & Wales (Fla.), Johnson and Wales (Fla.), Johnson & Wales (FL), Johnson (Fla.), Johnson FL, Johnson University (FL), "
S00856,Johns&WalesNC,"Johnson & Wales NC, Johnson and Wales NC, J&W NC, JWU (Charlotte), "
S00857,Johnson Smith,"Johnson C Smith, Johnson C. Smith, JC Smith, "
S00858,NVU-Johnson,"Johnson State, Johnson State (VT), Johnson St, Johnson University, "
S00859,Judson AL,"Judson College, Judson Ala, "
S00860,Juniata,
S00861,KS City Medical,"Kansas City Medical, "
S00862,Kalamazoo,
S00863,Kamehameha Alumni,
S00864,Kansas City A.C.,
S00865,Kansas St.,"Kansas State, Kansas St, "
S00866,Kansas Teachers,
S00867,Kansas Wesleyan,"KS Wesleyan, Kansas Weslyn, "
S00868,Kansas,
S00869,Kean,
S00870,Kearney Field,
S00871,Kearney,
S00872,Keene State,"Keene St, "
S00873,Keesler Field,
S00874,Kelly Field,
S00875,Kendall,
S00876,Kennesaw State,"Kennesaw, Kennesaw St, "
S00877,Kent State,"Kent St., Kent, Kent St, "
S00878,Kents Hill,
S00879,Kentucky Chr,"Kentucky Chrstn, Kentucky Christian, Ky. Christian, "
S00880,Kentucky St.,"Kentucky St, Kentucky State, "
S00881,Kentucky,
S00882,Kenyon,
S00883,Keuka,
S00884,King College (TN),"King, King (TN), King College, King College (Tenn.), King (Tenn.), "
S00885,King George,
S00886,King's Coll. (PA),"King's, King's (PA), Kings, PA, Kings PA, King's, Pa., King's College, "
S00887,Kingfisher,
S00888,Kirksville,
S00889,Kirtland Field,
S00890,Kiski Preparatory,
S00891,Klamath Marines,
S00892,Knoxville,"Knoxville College, "
S00893,Knox,"Knox College, "
S00894,Kutztown,"KutztownSt, Kutztown State, "
S00895,Ky. Wesleyan,"Kentucky Wesleyan, KY Wesleyan, "
S00896,L.A.C.,
S00897,LIU-Brooklyn,"Long Island, Long Island University, Long Island U., "
S00898,LIU-Post,"LIU-C. W. Post, C.W. Post, CW Post, LIU-C W Post, Long Island-C.W. Post, Long Island Post, LIU, "
S00899,LIU-Southampton,"Long Island Southampton, Southampton, Southampton College, "
S00900,La Grange,
S00901,La Roche,
S00902,La. Army STU,"Louisiana Army STU, "
S00903,LaSalle,"La Salle, "
S00904,LaVerne,"La Verne, "
S00905,Lackland Field,
S00906,Lafayette,
S00907,Lake Erie,"Lake Erie College, Lake Erie College, "
S00908,Lake Forest,
S00909,Lake Superior St,"Lake Superior State, LSSU, Lake Superior, "
S00910,Lakehurst NAS,
S00911,Lakeland,
S00912,Lamar,"Lamar Tech, Lamar University, "
S00913,Lambuth,
S00914,LancasterCrescnts,"Lancaster Crescents, "
S00915,Lander,
S00916,Lane College,"Lane (TN), Lane, "
S00917,Langston,"Langston Okla, "
S00918,Lanier,
S00919,Laramie High,
S00920,Lasell,
S00921,Latrobe A.C.,
S00922,Lawrenceville,
S00923,Lawrence,
S00924,Lawrence Tech,
S00925,Lawton,
S00926,Le Tourneau,
S00927,LeMoyne-Owen,
S00928,LeMoyne,
S00929,League Is Marines,"League Island Marines, "
S00930,LeagueIsland Navy,
S00931,Leander Clarke,
S00932,Lebanon Val.,"Lebanon Valley, Lebannon Valley, Lebanon Valley College (PA), "
S00933,Lee (TN),"Lee University, Lee, Lee (Tenn.), "
S00934,Lee-McRae,"Lees-McRae, Lees-McRae College, Lee-McRae College, "
S00935,Lehigh A.C.,
S00936,Lehigh,
S00937,Lehman,
S00938,Leilahau,
S00939,Lenoir-Rhyne,"Lenoir Rhyne, "
S00940,Lewis & Clark,"Lewis and Clark, Lewis & Clark (Ore.), Lewis & Clark OR, "
S00941,Lewis-Clark St.,"Lewis-Clark State, Lewis-Clark ID, Lewis and Clark St., "
S00942,Lewisburg,
S00943,Lewis,
S00944,Liberty Baptist,
S00945,Liberty,
S00946,Lieutenants,
S00947,Life,"Life Bible, Life Pacific, Word of Life Bible, Word of Life, "
S00948,Limestone,
S00949,Lincoln (MO),"Lincoln, Lincoln University, Lincoln(Missouri), Lincoln MO, Lincoln College, "
S00950,Lincoln (PA),"Lincoln (Pennsylvania), Lincoln PA, Lincoln (Penn.), "
S00951,Lincoln Chr,"Lincoln Christian, Lincoln Christian University, "
S00952,Lincoln (IL),"Lincoln (Ill.), "
S00953,Lincoln Field,
S00954,Lincoln High,
S00955,Lincoln Medical,
S00956,Lincoln Memorial,"Lincoln TN, Lincoln Mem, "
S00957,Lindenwood,"Lindenwood (MO), "
S00958,Lindenwd-Bellevl,"Lindenwood-Belleville, Lindenwood (IL), "
S00959,Lindsey Wilson,"Lindsay Wilson, Lindsey Wilson College, Lindsey Wilson (Ky.), "
S00960,Linfield,
S00961,Lipscomb,"David Lipscomb, "
S00962,Livingston St.,"Livingston St, "
S00963,Livingstone,"Livingstone (NC), "
S00964,Lock Haven,"Lock Haven (PA), "
S00965,Locust Grove,
S00966,Logan All-Stars,
S00967,Lombard,
S00968,Long Beach State,"Long Beach St, Long Beach, "
S00969,Longmont High,
S00970,Longwood,
S00971,Loras,
S00972,Los Angeles A.C.,
S00973,Los Angeles J.C.,"Los Angeles Junior College, "
S00974,Los Angeles State,"Los Angeles St, "
S00975,Louisiana College,"Louisiana Coll, Louisiana, Louisiana Col, "
S00976,Louisiana Normal,
S00977,Louisiana St.,"Louisiana State U., Louisiana St, LSU, Louisiana State, L-S-U, "
S00978,Louisiana Tech,"Louis Tech, La Tech, "
S00979,Louisiana,"UL-Lafayette, Louisiana-Lafay., La.-Lafayette, SW Louisiana, Southwestern Louisiana, Louisiana-Lafayette, ULL, "
S00980,UL Monroe,"Louisiana-Monroe, NE Louisiana, North E. Louisiana, Northeast Louisiana, LA Monroe, Lousiana Monroe, ULM, "
S00981,LouisianaSt Frosh,"Louisiana State Freshmen, "
S00982,Louisville Field,
S00983,Louisville,
S00984,Love Field,
S00985,Lowry AFB,"Lowry Field, "
S00986,Loyola (Chicago),"Loyola Chi, Loyola (Ill.), Loyola (IL), Loyola of Chicago, "
S00987,Loyola (LA),"Loyola (La.), Loyola, Louisiana, Loyola (New Orleans), Loyola (N.O.), "
S00988,Loyola (MD),"Loyola, Baltimore, Loyola-Maryland, Loyola MD, "
S00989,Loyola Marymount,"Loyola, L.A., CA, Loyola (Los Angeles), Loyola Marymnt, Loy Marymount, "
S00990,Lubbock Christian,"Lubbock Chr, Lubbock Christ, "
S00991,Lubbock Field,
S00992,Luther,"Luther IA, "
S00993,Lycoming,
S00994,UVA-Lynchburg,"Virginia University of Lynchburg, Lynchburg, Virginia-Lynchburg, Virginia U-Lynchburg, "
S00995,NVU-Lyndon,"Lyndon State, Lyndon St, Northern Vermont, "
S00996,Lynn,"Lynn FL, "
S00997,Lyon College,"Lyon, "
S00998,MD Eastern Shore,"Maryland Eastern Shore, MD Eastrn Shore, MD-East Shore, MD E Shore, Maryland-ES, Maryland-E. Shore, "
S00999,MD-Baltimore,"Maryland-Baltimore, MD Baltimore County, UMBC, Maryland-Baltimore County, MD Baltimore Co, Maryland-Eastern Sho, Maryland-Baltimore C, "
S01000,MIT,"M.I.T., Massachusetts Institute of Technology, "
S01001,MacMurray,"Mac Murray, MacMurray, Ill., MacMurray College, "
S01002,MacAurthur Field,
S01003,Macalester,
S01004,Machinists Mates,
S01005,Madison College,"Madison, "
S01006,Madonna,"Madonna Mich, "
S01007,Maine Maritime,"ME Maritime, "
S01008,Maine-Augusta,"UMaine Augusta, Me.-Augusta, "
S01009,Maine-Farmington,"ME Farmington, "
S01010,Maine-Fort Kent,"ME Ft Kent, Me.-Fort Kent, Maine Ft. Kent, "
S01011,Maine-Machias,"UMaine Machias, ME Machias, "
S01012,Maine-PresqueIsle,"Maine-Presque Isle, ME-Presque Isle, "
S01013,Maine,"University of Maine, "
S01014,Malone,"Malone College, Malone (OH), "
S01015,Manchester,
S01016,Manhattan A.C.,
S01017,Manhattan Chris.,"Manhattan (KS), Manhattan Christian, Manhattan (Kan.) Christian, Manhattan Christian College, Manhattan Chrst., "
S01018,ManhattanBeach CG,"Manhattan Beach Coast Guard, "
S01019,Manhattanville,
S01020,Manhattan,
S01021,Mansfield,"MansfieldSt, Mansfield Univesity, "
S01022,Manual High,
S01023,Manual Training,
S01024,Marantha Baptist,"Maranatha Baptist, Maranatha, MaranathaBible, Maranatha Bap, "
S01025,March Field,
S01026,Mare Island Navy,
S01027,MareIslandMarines,
S01028,Marian (IN),"Marian (Ind.), Marian, "
S01029,Marian (WI),"Marian (Wis.), "
S01030,Marietta,
S01031,Marine Officers,
S01032,Marion CountyHigh,
S01033,Marion Sims,
S01034,Marion,
S01035,Marist,
S01036,Marquette,
S01037,Mars Hill,
S01038,Marshall School,
S01039,Marshall,
S01040,Martin Luther,"Martin Luther MN, M Luther MN, Luther MN, "
S01041,Martin Methodist,
S01042,Mary Washington,
S01043,MaryHardin-Baylor,"M Hardin-Baylor, "
S01044,Marycrest,"Marycrest International, "
S01045,Maryland A.C.,
S01046,Maryland,
S01047,Marymount,"Marymount (VA), "
S01048,Maryville (MO),"Maryville (Mo.), "
S01049,Maryville (TN),"Maryville, Tenn., Maryville-TN, Maryville, "
S01050,Marywood,
S01051,Mary,"Mary,ND, Mary <ND>, University of Mary, U Mary, "
S01052,Mass. Col LibArt,"Massachusetts College, Massachusetts College of Liberal Arts, Mass. College, Mass. Liberal Arts, MA Liberal Arts, Massachusetts Liberal Arts, Mass College of Libera, "
S01053,MA Maritime,"Mass. Maritime, Massachusetts Maritime, "
S01054,Mass. Pharmacy,"Massachusetts Pharmacy, "
S01055,Mass.-Boston,"Massachusetts-Boston, UMass-Boston, MA Boston, "
S01056,Mass.-Dartmouth,"Massachusetts-Dartmouth, UMass-Dartmouth, MA Dartmouth, "
S01057,Mass.-Lowell,"Massachusetts-Lowell, Massachussets-Lowell, Mass-Lowell, UMass-Lowell, MA Lowell, "
S01058,MassBay CC,"MassBay, MassBay Community College, Massachusetts Bay, "
S01059,Massachusetts,"Massachusets, Massachussetts, Massachussets, UMass, "
S01060,Master's College,"The Master's, The Master's College, Masters (CA), Master's, "
S01061,Mather Field,
S01062,Maxwell Field,
S01063,Mayport NAS,
S01064,Mayville St.,"Mayville St, Mayville State, Mayville, Mayville State University, "
S01065,McClellan Field,
S01066,McGill,
S01067,McKendree,"McKendree (IL), McKendree College, "
S01068,McMurry,"McMurry, Tex., McMury, "
S01069,McNeese St.,"McNeese St, McNeese State, McNeese, "
S01070,McPherson,"McPherson Kan, "
S01071,Medaille,
S01072,Medford A.C.,
S01073,Medgar Evers,
S01074,MedicoChirurgical,
S01075,Melville PT Boats,
S01076,Memphis High,
S01077,Memphis Navy,
S01078,Memphis,"Memphis St., Memphis State, "
S01079,Menlo,"Menlo College, "
S01080,Mercer,
S01081,Merchant Marine,"Kings Point, Merchant Marines, M Marines, US Merchant Marine, "
S01082,Mercyhurst,
S01083,Mercy,"Mercy College, "
S01084,Meridian,
S01085,Merrimack,"Merrmiack, "
S01086,CO Mesa,"Colorado Mesa, Mesa, Colo., Mesa State, Mesa St., Mesa State (CO), Mesa, CO, Mesa CO, Mesa St., Colo., "
S01087,Messiah,
S01088,Meteor A.C.,
S01089,Methodist,"Methodist College, "
S01090,Metropolitan St,"Metro State, Metropolitan State, Metro St., MSU Denver, "
S01091,Mexico,
S01092,Miami (FL),"Miami, Fla., Miami-Florida, Miami Fla, Miami-Fla, Miami Florida, Miami, FL, Miami (Fla.), Miami FL, Miami, "
S01093,Miami (OH),"Miami, Ohio, Miami Ohio, Miami-Ohio, Miami (Ohio), Miami OH, Miami of Ohio, "
S01094,Miami-Hamilton,
S01095,Miami-Middletown,
S01096,Mich Mil Academy,"Michigan Military Academy, "
S01097,Michigan A.C.,
S01098,Michigan St.,"Mich St, Michigan State, Michigan St, "
S01099,Michigan Tech,
S01100,Michigan-Dearborn,"U of M Dearborn, Mich.-Dearborn, MI Dearborn, "
S01101,Michigan-Flint,
S01102,Michigan,"Michigan-Ann Arbor, "
S01103,Mid-America Bibl,"Mid-America Bible, Mid-America Bible College, "
S01104,MidAmerica Nazar,"MidAmerica Nazarene, Mid-Am Nazarene, MidAmer. Nazarene, Mid Am Nazarene, Mid-America Nazarene, "
S01105,Mid-Continent,"Mid-Continent (KY), "
S01106,Middle Tenn.,"Middle Tennessee, Middle Tenn St, Mid Tenn St, Middle Tennessee State, Middle Tenn. St., Mid. Tenn. St., Middle Tennessee St., MTSU, "
S01107,Middlebury,
S01108,Midland Lutheran,"Midland Luth, Midland Luthn, Midland Lthrn, "
S01109,Midland (NE),"Midland University, Midland, Midland U., "
S01110,Midway,"Midway University, Midway College, "
S01111,Midwest TX St,"Midwestern State, Midwestern St.,TX, Midwestern St., Texas, Midwestern St, Midwestern St., Tex., Midwestern Texas State, Midwestern, Midwestern Texas St, Midwestern State (Tex.), MSU Texas, "
S01112,Miles,"Miles College, "
S01113,Millersville,"Millersville(PA), "
S01114,Milligan,
S01115,Millikin,"James Milliken, James Millilin, James Millikin, "
S01116,Millsaps,
S01117,Milwaukee Engin,"Milwaukee Engineering, Milwaukee School of Engineering, Milwaukee Eng, MSOE, "
S01118,Milwaukee Medical,
S01119,Minn. All-Stars,"Minnesota All-Stars, "
S01120,Minnesota St.,"Minn. St.-Mankato, Mankato St., Mankato St, Mankato State, Minnesota St., Mankato, MinnState-Mankato, Minnesota State-Mankato, MSU-Mankato, Minnesota-Mankato, MN Mankato, Minnesota State-Mankata, Minnesota State, "
S01121,Minn.-Crookston,"Minnesota-Crookston, UMN-Crookston, UMinn-Crookston, MN Crookston, "
S01122,Minn.-Duluth,"Minnesota-Duluth, Min-Duluth, UMN-Duluth, UMinn-Duluth, MN Duluth, "
S01123,Minneapolis Boat,"Minneapolis Boat Club, "
S01124,Minneapolis EastH,"Minneapolis Eastern High, "
S01125,MinneapolisCentrH,"Minneapolis Central High, "
S01126,MinneapolisSouthH,"Minneapolis South High, "
S01127,Minnesota Alumni,
S01128,Minnesota-Morris,"Minn.-Morris, UMN-Morris, UMinn-Morris, MN Morris, "
S01129,Minnesota,
S01130,Minot St.,"Minot St, Minot State, "
S01131,Misericordia,
